ID,Varenavn,Produsent,ATC Kode
ID_3AD0F781-494B-4209-BE04-68CF8985F81D,"Adriamycin pulv til inj væske, oppl 50 mg",Pfizer AS,L01DB01
ID_3ADEC1A3-B2AA-4317-886A-C4F5392EB86F,L-Thyrox hexal tab uten laktose 200 mikrog,Hexal AG,H03AA01
ID_3AE65E89-AFD1-400A-8E3A-00D79058DE44,Estramon depotplaster 75 mikrog/24 timer,Hexal AG,G03CA03
ID_3AF31A5B-2E4C-4491-BBAF-6538BE2EEE82,"Lenalidomide Mylan kaps 7,5 mg",Mylan Pharmaceuticals Limited,L04AX04
ID_3AF4D475-1EEA-4ED3-9F73-41A0ADBA88EE,"Ultiva pulv til inj/inf væske, oppl 2 mg",Aspen Pharma Trading Limited,N01AH06
ID_3AF67BEE-C23F-4387-99C8-F5EACC28F100,Neurontin tab 800 mg,Upjohn EESV,N02BF01
ID_3AFAFE5A-9466-4AC4-A10F-868E09F3BA78,Sulfantren SA salve,Sykehusapotekene HF,D05A
ID_3AFE3FDF-E853-44F7-905B-62A87EDB3C4E,"Iomeron inj, oppl 300 mg I/ml",Bracco Imaging SpA,V08AB10
ID_3B006E89-13F4-446E-8861-3A1DE4ECFA00,Irbesartan Sandoz tab 300 mg,Sandoz A/S,C09CA04
ID_3B00D307-EE62-434E-A38A-9BEEC19C7735,Rybelsus tab 3 mg,Novo Nordisk A/S,A10BJ06
ID_3B0AD484-B3EB-4743-98CA-0533946843B8,Amlodipin Accord tab 5 mg,Accord Healthcare B.V.,C08CA01
ID_3B159971-4AF5-4A21-813F-F974FEFEBE97,"Pilokarpin SA øyedr, oppl 10 mg/ml",Sykehusapotekene HF,S01EB01
ID_3B165E6B-D4A8-44CB-8B78-DE8B12A2AB16,"Hizentra inj, oppl 200 mg/ml",CSL Behring GmbH,J06BA01
ID_3B1BBA3E-EB53-4042-99A1-9813D330AD3D,"Vaxigriptetra inj væske, susp",Sanofi Winthrop Industrie,J07BB02
ID_3B202B28-2E78-46F9-A8EA-63FD4F578DEE,"Cefalotin Navamedic pulv til inj/inf væske, oppl 2 g",Navamedic ASA,J01DB03
ID_3B229C23-03FC-46F3-9163-EA6E3CFAA936,"Imigran inj, oppl 6 mg/penn",GlaxoSmithKline AS,N02CC01
ID_3B30AB6D-5B88-4AFB-AD5D-802C318D6DB9,Ondansetron Bluefish smeltetab 4 mg,Bluefish Pharmaceuticals AB,A04AA01
ID_3B3118B6-F79D-41F7-BF24-0E97DB29EA1B,"Delestrogen inj, oppl 10 mg/ml",Par Pharmaceutical,G03CA03
ID_3B35337F-0C8E-4208-A37D-5D0CB33C974D,Etoricoxib Orion tab 120 mg,Orion Corporation - Espoo,M01AH05
ID_3B3A931E-8557-436B-AF57-22396CBB7F4C,"Toilax rektalvæske, susp 10 mg/5 ml",Orion Corporation Orion Pharma,A06AG02
ID_3B4579A8-D73F-49BE-9B81-EEBCA1655047,"Morfin NAF inj, oppl 1 mg/ml","Sykehusapoteket Oslo, Rikshospitalet",N02AA01
ID_3B4A9C98-7747-43D1-B0C9-F02DA1D352EE,Tapentadol Medical Valley depottab 100 mg,Medical Valley Invest AB,N02AX06
ID_3B4B7A48-9149-4003-8C0C-5E4B184171E2,Fampridine Sandoz depottab 10 mg,Sandoz A/S,N07XX07
ID_3B58A625-29AE-4AB5-A02C-F2C80464C584,"Dermovat liniment, oppl 0,5 mg/ml",GlaxoSmithKline AS,D07AD01
ID_3B661940-704F-4CC0-8AF5-3B9C3745E0DE,Lojuxta kaps 20 mg,Chiesi Farmaceutici S.p.a.,C10AX12
ID_3B70D68E-BB81-4B74-B15E-CA2DF15A0F56,"Cosentyx inj, oppl 150 mg/penn",Novartis Europharm Limited (1),L04AC10
ID_3B9DC96A-39F9-4B42-82B1-0B7C87CDC9B0,Salofalk stikkpille 1 g,Dr. Falk Pharma GmbH,A07EC02
ID_3BA7CBCD-3F3A-4A90-BE51-08B0B33C090D,"Enbrel inj, oppl 25 mg/sprøyte",Pfizer Europe MA EEIG (1),L04AB01
ID_3BB2799E-84D4-4A24-A530-7A965F596DD3,Vancomycin Strides kaps 125 mg,Strides Pharma (Cyprus) Limited,A07AA09
ID_3BB5C1D4-66AB-4FF9-B412-BCE1FCFFD7C3,"Metex inj, oppl 7,5 mg/sprøyte","Medac Gesellschaft für klinische Spezialpräparate mbH, Hamburg",L04AX03
ID_3BB6A3FC-E81D-4806-B0F7-B263EE4CD455,Apo-Prazo tab 1 mg,Apotex,C02CA01
ID_3BBB8CB9-95F2-4477-BB27-45A8B5A1EF0B,L-Thyrox hexal tab uten laktose 50 mikrog,Hexal AG,H03AA01
ID_3BC5719D-0248-468D-9FB8-957C652DB90E,Fenylbutazon oba tab 200 mg,OBA-Pharma,M01AA01
ID_3BCD3F54-236A-4854-A509-366DC69C8787,Lidokain SA kons til inj oppl 40 mg/ml,"Sykehusapoteket Oslo, Rikshospitalet",N01BB02
ID_3BD43339-0444-4444-9A59-D468531AB9BC,"Albothyl orifarm vag væske, oppl 36 % w/w",Orifarm Healthcare,G01AX03
ID_3BD7B89F-8D0D-48D5-A322-9EAED85F3752,Napren-E enterotab 250 mg,Orifarm Healthcare A/S,M01AE02
ID_3BEF1D5F-C12F-4AC7-A871-DF5151F507AC,"Seebri Breezhaler inh pulv, kaps 44 mikrog",Novartis Europharm Limited (1),R03BB06
ID_3C235EE5-27AF-41BC-8AB1-0280D46D40D1,"Adempas tab 2,5 mg",Bayer AG,C02KX05
ID_3C2E7505-89B4-419C-B400-7A29385A7925,"Metronidazole Braun inf, oppl 5 mg/ml",B. Braun Melsungen AG,J01XD01
ID_3C305216-02D1-4194-A176-8F6331191649,"Humalog Mix25 KwikPen 100 E/ml inj væske, susp 25 %/75 %",Eli Lilly Nederland BV,A10AD04
ID_3C30B747-AC0E-4B8C-A419-1CC71D56F410,"Lisinopril/Hydroklortiazid Actavis tab 20 mg/12,5 mg",Actavis Group PTC ehf,C09BA03
ID_3C386F7D-19A9-4FE6-AC80-C8991966B144,"Multivit-B inj, oppl",Gerot Lannach,A11EA
ID_3C532FF4-5B35-418F-AB86-04596866E3C0,Lenalidomide Mylan kaps 10 mg,Mylan Pharmaceuticals Limited,L04AX04
ID_3C562739-41DF-4A85-9E8B-D4CCD248DFC8,"Betnovate krem 0,1 %",GlaxoSmithkline,D07AC01
ID_3C60A9DB-46E4-4A2F-8C0C-972D78D00822,"Aminofilina labesfal inj, oppl 24 mg/ml",Labesfal Laboratorios Almiro,R03DA05
ID_3C63CDDD-729E-41D7-864B-6087F8D78D8C,Betolvex tab 1 mg,Actavis,B03BA01
ID_3C75E96F-6F6F-45DB-B31D-E1972BB9C474,Leponex tab 100 mg,Viatris Healthcare Ltd.,N05AH02
ID_3C924CB3-DA0F-4FEC-AEFE-DC84A87186E7,Nycoplus calcium tyggetab 500 mg,Orifarm Healthcare AS,
ID_3C9BF812-326E-4A44-B590-FE5719156DEE,"Alutard SQ Husstøvmidd mix inj væske, susp 100000 SQ-E/ml/100000 SQ-E/ml",ALK-Abelló,V01AA03
ID_3CA4F0F1-94BB-4B67-9FE9-EED8A92CC76B,"Metoksalen SA liniment 0,1 %",Sykehusapotekene HF,D05AD02
ID_3CBAC732-0062-460B-9F47-7D61B862264A,"Tramadol/Paracetamol Orion tab 37,5 mg/325 mg",Orion Corporation - Espoo,N02AJ13
ID_3CD99BEB-4BF6-48FD-98BB-DE644BF1C949,"Ogluo inj, oppl 1 mg",Tetris Pharma B.V.,H04AA01
ID_3CE9E984-175C-4800-A09F-FB6D084E5100,Utrogest kaps 100 mg,Dr. Kade / Besins Pharma,G03DA04
ID_3CEC7F4E-883B-4DD4-8684-A2AFF13BF824,Deferasirox Sandoz tab 360 mg,Sandoz - København,V03AC03
ID_3D2A92E0-1C01-4BF6-A771-7C94C143BA32,Empressin kons til inf oppl 20 IE/ml,Orpha-Devel Handels und Vertriebs GmbH,H01BA01
ID_3D32521B-6040-4F8A-B0BA-947C9F4FEBF6,"Etalpha inj, oppl 2 mikrog/ml",Cheplapharm Arzneimittel GmbH,A11CC03
ID_3D32657F-88C5-4A6A-9FF4-45C1372AB236,Zyprexa Velotab smeltetab 15 mg,2care4 ApS,N05AH03
ID_3D40577A-367A-4966-A3C2-C34319FD6387,"Zinacef pulv til inj/inf væske, oppl 750 mg",Sandoz A/S,J01DC02
ID_3D41D8B2-0972-4765-AC81-7B8024F89F8A,"Xylocain inj, oppl 10 mg/ml",Aspen Pharma Trading Limited,N01BB02
ID_3D43975C-F5E9-4C87-A658-AADB81E21FA3,"Aranesp inj, oppl 60 mikrog/sprøyte",Amgen Europe B.V.,B03XA02
ID_3D5EA3A7-663D-408A-87E8-A8F0CEA810D3,Aripiprazole Medical Valley tab 10 mg,Medical Valley Invest AB,N05AX12
ID_3D613321-A57C-4E81-A4E0-4EEAA8658B80,"Zoledronic Acid Oresund Pharma inf, oppl 5 mg/100 ml",Øresund Pharma ApS,M05BA08
ID_3D623022-5174-45FA-9C0D-5C9DC6420184,Acetylsalisylsyre Actavis enterotab 75 mg,Actavis Group PTC ehf,B01AC06
ID_3D770E7F-4237-4053-B86B-D535421FF2FF,Dicloxacillin Orion kaps 250 mg,Orion Corporation - Espoo,J01CF01
ID_3D84984D-4D01-48B9-97E9-61F98C1688DE,Gevita jern tyggetab 14 mg/12 mg,Orkla Health Norge AS,
ID_3D8599BE-C942-45DC-9AC7-0B91911E87AC,"Paracetamol Baxter inf, oppl 10 mg/ml",Baxter Holding B.V.,N02BE01
ID_3D884905-E55B-4086-A389-114F774DFF80,Natriumoksybat Kalceks mikst oppl 500 mg/ml,AS Kalceks,N07XX04
ID_3D8ABD0D-39B4-45A2-890F-76003A3A1188,Concerta depottab 18 mg,Janssen-Cilag AS,N06BA04
ID_3D8DAB65-D906-439F-9F12-0F8C68BC6C88,Ceftriaxon MIP pulv til inf væske oppl 2 g,MIP Pharma GmbH,J01DD04
ID_3D959318-8586-41BA-81FD-B5D87FE822E9,Sitagliptin/Metformin Krka tab 50 mg/850 mg,"KRKA, d.d. Novo mesto",A10BD07
ID_3D984773-F1F7-499E-95A1-FB129F553CEA,"Phenhydan inj, oppl 50 mg/ml",Desitin,N03AB02
ID_3D9AEA24-0B77-49D7-8FFE-C3A20FA86975,Nicorette medisinsk tyggegummi med icemintsmak 4 mg,McNeil Sweden AB,N07BA01
ID_3D9D84CE-EA4F-4BD0-AFA0-BEB05C424369,Estalis depotplaster 50 mikrog/24 timer/250 mikrog/24 timer,Sandoz A/S,G03FA01
ID_3DA59A3B-2AA3-4201-A006-9D23F52FB13A,"Sambucol original mikst 0,32 g/ml",Ukjent,
ID_3DA63DA2-CEF7-4923-9017-8CA00AC16AFC,"Diaphin pulv til inj væske, oppl 5 g",DiaMo Narcotics,N07BC06
ID_3DAC19CA-DE1E-4CAA-B2E2-63F79AA6574E,"Conludag tab 0,35 mg",Pfizer AS,G03AC01
ID_3DAC2388-C0B7-4150-9FB2-BB87F4CC4156,Atomoxetine Medical Valley  kaps 18 mg,Medical Valley Invest AB,N06BA09
ID_3DC477AC-2F97-4B9C-A07A-2BA61086C567,Bicalutamide Bluefish tab 50 mg,Bluefish Pharmaceuticals AB,L02BB03
ID_3DC6FE9F-0326-4A89-8139-E5299E78DA67,Trilafon unimedic tab 4 mg,Neopharmed Gentili,N05AB03
ID_3DD6ED41-3690-4204-AD6C-CD945CCC3A8A,Metformin Sandoz tab 850 mg,Sandoz - København,A10BA02
ID_3DD911C3-6710-48F8-98B5-A44DA0659441,Prednisolone sodium phosphate pai mikst oppl 15 mg/5 ml,Pharmaceutical Associates,H02AB06
ID_3DE23C1C-9855-4C5B-B879-11C7EC31EF46,Etoricoxib Krka tab 90 mg,"KRKA, d.d. Novo mesto",M01AH05
ID_3DFD6333-3B5B-40E6-8559-2C9741199F50,Kodein stærk dak mikst oppl 8 mg/ml,Orifarm Healthcare A/S,R05DA04
ID_3E1226D8-6B66-44E6-9C26-280A49A86B82,"Metopocor inj, oppl 1 mg/ml",Macure Pharma ApS,C07AB02
ID_3E142B15-95A7-4A4E-BD64-AC2BE3F46570,OxyContin depottab 30 mg,Mundipharma AS,N02AA05
ID_3E1E330A-E7DF-492C-9AF4-F8722E96A9BC,Concerta depottab 54 mg,Janssen Pharmaceutica,N06BA04
ID_3E26D5D8-D3C4-46B3-A76B-6171DCEE0DCC,Basiron AC gel 10 %,Galderma Nordic AB,D10AE01
ID_3E2BD46F-5F30-4E58-BA59-19818B3BF5A2,"Flux sugetab med peppermyntesmak 0,75 mg",Karo Pharma AB (1),A01AA01
ID_3E2D819A-5F63-42C8-8178-1509E848CCFC,"Natriumsitrat SA mikst 0,3 mmol/ml","Sykehusapoteket Oslo, Ullevål",A02A
ID_3E310F89-BC1A-4556-9BDE-EBAD3FD23D66,Zidovudin aurobindo kaps 100 mg,,J05AF01
ID_3E32426E-5B6A-4DF7-936F-4F252E8F1343,Spirix tab 50 mg,Orifarm Healthcare A/S,C03DA01
ID_3E3285EC-93AE-41D1-99CF-8377A2291A55,"Klorhexidin Fresenius Kabi liniment, oppl 1 mg/ml",Fresenius Kabi Norge AS,D08AC02
ID_3E599F76-0935-4F67-A0A3-1B9B1EB0A25D,"Ery-Max granulat til mikst, susp 100 mg/ml",Viatris AS,J01FA01
ID_3E5ED9A4-5DE1-4F91-93D4-18FE0B9C49E5,Nycoplus C-vitamin brusetab med solbærsmak 1000 mg,Orifarm Healthcare AS,
ID_3E61E0F4-279B-42A2-8D05-2C90056A1EC7,"Nozinan inj, oppl 25 mg/ml",Sanofi-aventis,N05AA02
ID_3E66B2B1-83F6-415F-9675-A92F0FCF6C73,Nifurantin tab 50 mg,Apogepha Arzneimittel GmbH,J01XE01
ID_3E8C27A8-51CD-453D-A7B3-BD03C6B56EC3,Berit omega 3-mct+vit D mikst,Pharmatech AS,
ID_3E9532BA-BCE4-4522-8D54-C3A1A42FE486,Hydroxyzine Orifarm tab 10 mg,Orifarm Generics A/S,N05BB01
ID_3EADDD0D-658C-4BFA-8A78-BDF92720D8AD,Seroquel tab 25 mg,Cheplapharm Arzneimittel GmbH,N05AH04
ID_3EAEDDC1-D8E1-405D-B9C4-115F7B52302C,Gelisse vag gel 50 mikrog/g,Italfarmaco S.A.,G03CA04
ID_3EBB165C-58B9-49A6-8079-43C7CDAD2473,"Bedrolite urtete 1 %/7,5 %",Bureau voor Medicinale Cannabis,N02BG10
ID_3EBD9047-D155-4409-B1DE-849B7A2D99C2,Teglutik mikst susp 5 mg/ml,Italfarmaco S.A.,N07XX02
ID_3EC2638A-B9AD-419B-B9AA-AF00E67DD525,"Pradaxa granulat, drasjert 20 mg",Boehringer Ingelheim International GmbH,B01AE07
ID_3EC63ABC-516B-4EE7-9C49-B66D7A555A12,"MabThera inj, oppl 1600 mg",Roche Registration GmbH,L01FA01
ID_3EC74727-92E9-4EF0-B7FD-E77BA3A2F4E4,Namuscla kaps 167 mg,Lupin (Europe) Limited,C01BB02
ID_3ECCFF79-7DB7-47FA-B7AF-A7FD41A7E89D,"Simponi inj, oppl 100 mg/sprøyte",Janssen Biologics  B.V,L04AB06
ID_3ED91D76-63C5-4272-9051-935E30BD4A38,Zofran tab 8 mg,Sandoz A/S,A04AA01
ID_3EE09235-A2A1-4154-9828-8CF25DD6DDF8,"Integrilin inf, oppl 0,75 mg/ml",GlaxoSmithKline (Ireland) Limited,B01AC16
ID_3EEC06C0-1B6F-4745-9558-4243B10F72C8,Lipitor tab 20 mg,Upjohn EESV,C10AA05
ID_3EF8A1D5-E99C-4E4D-9C66-42E93331CDA6,Donepezil Krka tab 5 mg,KRKA Sverige AB,N06DA02
ID_3EFC197A-F2FD-4C1A-9E67-A7981724BF77,Orfadin mikst susp 4 mg/ml,Swedish Orphan Biovitrum International AB,A16AX04
ID_3F012CA1-5585-40AA-A0B0-BD1145E6D723,"Diflucan pulv til mikst, susp 40 mg/ml",Pfizer AS,J02AC01
ID_3F0A116B-87AF-4126-AEC6-5EA268F0E647,Febuxostat sun tab 40 mg,Sun Pharmaceutical Industries Ltd.,M04AA03
ID_3F195FFB-6281-4E97-BF71-2597ABA92933,"Piperacillin/Tazobactam Stragen pulv til inf væske oppl 2 g/0,25 g",Stragen Nordic A/S,J01CR05
ID_3F241167-A37B-4548-A067-D160AEC17B30,Depakote Sprinkle enterokaps 125 mg,Abbott,N03AG01
ID_3F2B0F8B-71CD-4CB2-8BEB-C8A8AC409549,Synjardy tab 5 mg/1000 mg,Boehringer Ingelheim International GmbH,A10BD20
ID_3F349681-ABF2-4A27-8CC6-80B91595579A,Maxalt lingua smeltetab 10 mg,Organon,N02CC04
ID_3F41FEA9-7BD2-4AB9-A998-F99AEE3CB0CD,Nycoplus omega-3 basic kaps,Orifarm Healthcare AS,
ID_3F44DCC0-D727-4BCF-ABDC-4754DA300FBB,"Tambocor Retard depotkaps, hard 200 mg",2care4 ApS,C01BC04
ID_3F5352B5-FD54-41CB-88F3-6961F42CC324,Exelon kaps 3 mg,2care4 ApS,N06DA03
ID_3F5BF711-270E-4E56-91D9-634805566339,Valganciclovir Accord tab 450 mg,Accord Healthcare B.V.,J05AB14
ID_3F63E2FE-170D-48E4-9FD9-EDF07B57465D,"Monoket OD depotkaps, hard 25 mg",Merus Labs Luxco II S.à r.l.,C01DA14
ID_3F6647DC-37A0-4AD5-8B30-25F91B4C815D,Biltricide tab 600 mg,Ukjent (2),P02BA01
ID_3F7283FC-FA58-47AF-9B10-87EB42CDC497,"Flutide inh pulv, disp 250 mikrog/dose",GlaxoSmithKline AS,R03BA05
ID_3F72C7C2-EBA3-42F4-9C75-D45259DA8F83,Briviact tab 25 mg,2care4 ApS,N03AX23
ID_3F7A45F7-2EF1-4347-940E-AD5C9BFF6254,"Quantalan pulv til mikst, susp 4 g",Cheplapharm Arzneimittel GmbH,C10AC01
ID_3F7B9C30-22AA-4352-BC8E-6F67B164F223,Utrogestan vag kaps 200 mg,Besins Healthcare Ireland Limited,G03DA04
ID_3F7C717A-98E7-429C-A74C-348B07B88908,Nycoplus jern tab 20 mg,Orifarm Healthcare AS,
ID_3F7E0852-FF6A-4F3A-9F3F-9548942ABE13,Lyrica kaps 25 mg,Upjohn EESV,N02BF02
ID_3F7FE122-F5F5-4370-9A65-06C9B07E142D,"Lomudal øyedr, oppl 40 mg/ml",Stada Arzneimittel AG,S01GX01
ID_3F85EAE2-029B-4131-85A4-EB9B31CB85C9,Metode vitamin D3 dråper 2 mikrog/dråpe,Apotek 1 Gruppen AS,
ID_3F93570A-266A-401E-A7F2-CA1597459710,Sirolimus apotheke roter ochsen krem 1 %,Apotheke Roter Ochsen,L01EG04
ID_3F9C8FDB-6A1D-4FD9-8471-88302060CD0B,Nycoplus B-kompleks tab,Orifarm Healthcare AS,
ID_3FA4F272-98A5-4A92-833A-9D09D4C41F18,Nycoplus omega-3 basic gelepute,Orifarm Healthcare AS,
ID_3FA7BD05-522B-428A-9CE1-751835B21544,Ergenyl chrono depottab 300 mg,sanofi-aventis (2),N03AG01
ID_3FB6BCEE-B61C-4D37-A5FB-ED129FF9F49A,Libtayo kons til inf oppl 350 mg,Regeneron Ireland Designated Activity Company (DAC),L01FF06
ID_3FBAEB36-8F6A-4017-A9C9-891D99184F38,Singulair tab 10 mg,N.V. Organon - Kloosterstraat,R03DC03
ID_3FCE136F-D922-469E-857C-D0C398AE99CA,P5P50 pure encaps kaps 50 mg,Pure encapsulations,A11HA06
ID_3FD7EFBB-A18C-488E-9B85-BE0B5EFCD21E,"Alvesco inh aerosol, oppl 80 mikrog/dose",Covis Pharma Europe B.V.,R03BA08
ID_3FDE35C8-8944-48C8-956D-C062BEFB6292,Beclomet Easyhaler inh pulv 200 mikrog/dose,Orion Corporation - Espoo,R03BA01
ID_3FE5CA1E-DD18-41BB-BE4C-025555847425,"Morfin SA inf, oppl 5 mg/ml","Sykehusapoteket Oslo, Rikshospitalet",N02AA01
ID_3FE99D02-F13D-4009-9CDB-F4485C326304,Ontozry tab 200 mg,Angelini Pharma S.p.A.,N03AX25
ID_3FEE0FA0-18C8-41DE-8FED-F0150DF3B7A1,Ammonaps tab 500 mg,Immedica Pharma AB,A16AX03
ID_3FF2E258-4148-41EC-B646-A06077E3FCFB,"Alutard SQ Dermatophagoid pteronyssinus inj væske, susp 100000 SQ-E/ml",ALK-Abelló,V01AA03
ID_4008B413-29F3-4EB1-80F9-F201A096038F,Mestinon tab 60 mg,2care4 ApS,N07AA02
ID_401F53AB-2EC1-4961-9256-95F7FB2E15DB,"Metex inj, oppl 10 mg/sprøyte","Medac Gesellschaft für klinische Spezialpräparate mbH, Hamburg",L04AX03
ID_402B3A46-A8A5-421D-9F9D-81CCDA8E5937,Lifeline care god søvn melatonin kaps,Lifeline Pharma AS,
ID_402CEF8C-25A4-4EE3-8A00-88E9504D6EB4,Omeprazol Medical Valley enterokaps 10 mg,Medical Valley Invest AB,A02BC01
ID_4035CEFF-8020-403B-A90E-F7FA865B0C52,Radiogardase-Cs kaps 500 mg,HEYL Chem.-pharm. Fabrik  GmbH & Co. KG,V03AB31
ID_403BBC43-85B7-4027-ABC7-9EBFE6D5764E,"Evra depotplaster 203 mikrog/24 timer/33,9 mikrog/24 timer",Gedeon Richter Plc,G03AA13
ID_4041043E-CEF3-42AE-ACF3-DE51A6E1D4F1,Glucophage tab 850 mg,Merck Santé s.a.s.,A10BA02
ID_405C0CCD-45A3-4241-8ABE-9324D1537C12,"Fiasp inj, oppl 100 E/ml",Novo Nordisk A/S (2),A10AB05
ID_4060B970-07F8-4158-8AFC-ACA0820956EC,Fycompa tab 12 mg,Eisai GmbH,N03AX22
ID_407AC454-2AD5-4C93-88F7-FAD718EB958E,Cozaar tab 100 mg,N.V. Organon - Kloosterstraat,C09CA01
ID_40843367-DE79-4549-9146-D014EDC0A880,"Dalacin liniment, emul 10 mg/ml",Pfizer AS,D10AF01
ID_4085F34E-6545-4732-A829-5F98CD690D6E,Valaciclovir Sandoz tab 250 mg,Sandoz A/S,J05AB11
ID_40877459-C547-4291-867C-8C0519569FC7,"Imodium N mikst oppl 0,2 mg/ml",Janssen-Cilag GmbH,A07DA03
ID_408BA2BA-3A83-42FF-836B-244EEB3AA8DD,Irbesartan Actavis tab 150 mg,Actavis Group PTC ehf,C09CA04
ID_4096F0FC-B1BA-411B-BAA3-9E0F1CF61D6C,Tagrisso tab 80 mg,AstraZeneca AB (2),L01EB04
ID_40A0541B-2CB7-40A7-87D8-F0F02E015CD2,"Prevenar 20 inj væske, susp",Pfizer Europe MA EEIG,J07AL02
ID_40A16A36-401A-4B63-98BC-204D57266FAD,Paracetamol Orifarm tab 500 mg,Orifarm Generics A/S,N02BE01
ID_40F65DEA-D59F-4311-929F-B80E3E611B14,"Adrenalin Ethypharm inj, oppl 1 mg/ml",Ethypharm (1),C01CA24
ID_40FB12FA-5E97-4FBE-9BE6-367C9483CAF2,Epivir mikst oppl 10 mg/ml,ViiV Healthcare BV (1),J05AF05
ID_40FD8B1F-0A5B-4D7E-A915-5C244024B361,"Xolair inj, oppl 150 mg/sprøyte",Novartis Europharm Limited (1),R03DX05
ID_41024A9C-2DFF-425D-B1B5-D5B1D1FD8A20,Flugeral kaps 5 mg,Italfarmaco,N07CA03
ID_411B5254-799E-408C-A522-7CC6C20E8FD9,Basiron AC gel 5 %,Galderma Nordic AB,D10AE01
ID_4127BFDF-8140-4E70-8FA0-E33DE2CF840C,Vitaros krem 3 mg/g,The Simple Pharma Company Limited,G04BE01
ID_4134034D-24B3-4890-ADF3-58227636061B,Imurel tab 50 mg,Aspen Bad Oldesloe GmbH,L04AX01
ID_4136C72C-181F-41C7-80E6-3D1E4C7A22E3,Hydroxyzine Orifarm tab 25 mg,Orifarm Generics A/S,N05BB01
ID_413A839E-9C4B-421B-BF61-02B183E84703,Afstyla pulv+væske til inj oppl 1500 IE,CSL Behring GmbH (2),B02BD02
ID_413CEC77-4EE3-4BD5-8E41-499595A7705D,"Citrafleet pulv til mikst, oppl 10 mg/3,5 g/10,97 g",Orifarm AS,A06AB58
ID_414BAEF1-A797-4134-8796-C4E5FDD8AFB1,"Madopar Depot 25/100 depotkaps, hard 25 mg/100 mg",Roche Norge AS,N04BA02
ID_414FD3F6-3AF7-4C77-A4C5-3EA9B7B03AE0,"Iscador P Serie II inj, oppl 1 mg/ml",Weleda AG,V03AX
ID_41512061-96AC-48BE-8365-9F99EF41BC86,"Deanxit tab 0,5 mg/10 mg",H. Lundbeck (DK),N06CA02
ID_415AF54F-88CA-4CD1-A3A3-49FC90C9D353,"Cloxacillin Navamedic pulv til inj/inf væske, oppl 2 g",Navamedic ASA,J01CF02
ID_415F639E-9CAF-4BD3-9014-E763F578DC2A,Rimactan kaps 300 mg,2care4 ApS,J04AB02
ID_41693DB5-BF10-462C-A736-91BDD1F5E09C,Alunbrig tab 90 mg,Takeda Pharma A/S (1),L01ED04
ID_416DCDC6-8F02-48D5-A4EE-C5C40221D4D0,Quetiapine Accord depottab 400 mg,Accord Healthcare B.V.,N05AH04
ID_4183F085-D909-499E-AAD9-0DF8BAF3DC38,"Tropicamide Minims øyedr, oppl 1 % w/v",Bausch & Lomb,S01FA06
ID_41874A9C-D665-4ED2-AB8B-4E826982FFDB,Gevita sink&vitamin C tab 25 mg/200 mg,Orkla Health Norge AS,
ID_418E24C1-0F86-4603-A9E8-685BC23C4CB7,Alprolix pulv+væske til inj oppl 250 IU,Swedish Orphan Biovitrum International AB,B02BD04
ID_41A2C8DC-E6C0-4A8D-85B9-455DB79291A9,"Bleu Patente V inj, oppl 25 mg/ml",Guerbet,V04CX09
ID_41B0BD23-B4C6-4AF9-9AF1-AAFC96A32319,Cefuroxim B. Braun pulv+væske til inf oppl 750 mg,B. Braun Melsungen  AG,J01DC02
ID_41B18AB9-58D3-4D85-9E97-947461196FB6,Calcium al brusetab 500 mg,Aliud Pharma,A12AA04
ID_41B9E74D-D646-44DF-9B65-71FDF03A3C46,"Zavedos pulv til inj væske, oppl 5 mg",Pfizer AS,L01DB06
ID_41BBEE32-647E-48AF-BF15-111F1D2B4E88,"Numeta G13E inf, emul",Baxter Medical AB,B05BA10
ID_41C39BA0-EB0D-4243-9CE0-4ED789981DCB,CandiBactin-BR tab,Metagenics,A
ID_41C61509-BD7B-4967-A04E-BD7A89932D57,Betmiga depottab 50 mg,Astellas Pharma Europe BV,G04BD12
ID_41C87D17-3629-4082-A01C-5D498982A8E3,Levaxin tab 175 mikrog,Orifarm Healthcare A/S,H03AA01
ID_41DE506F-FFE4-4052-BBDA-F5862686A138,Glycerol ethypharm stikkpille 4 g,Martindale Pharmaceuticals,A06AX01
ID_41DFE1E1-743D-4F31-8705-5F8652616D71,"Imogam rabies inj, oppl 150 IU/ml",Sanofi Pasteur,J06BB05
ID_41E1F5B7-8670-4154-92AE-CF80926ADAAF,"Dolviran tab 400 mg/9,6 mg/50 mg",Kern Pharma,N02AJ07
ID_41E25D0A-18C7-4286-BFD4-7039DB71FC3F,"Hepcludex pulv til inj væske, oppl 2 mg",Gilead Sciences Ireland UC,J05AX28
ID_41F024C8-09BB-4135-BF57-05C9D4DC5699,Trajenta tab 5 mg,Boehringer Ingelheim International GmbH,A10BH05
ID_41F6B4E8-8DB2-46FC-BBE2-7E5F269715FB,Oralair sublingvaltab,Stallergenes,V01AA02
ID_420232D8-C7EC-4CD4-BB32-F366517FD0F0,"Fentanyl Piramal inj, oppl 50 mikrog/ml",Piramal Critical Care B.V.,N01AH01
ID_42046E3F-A470-473B-BFFE-9BB27A85BCE5,Midazolam HCl nesespray oppl 5 mg/dose,Tiofarma,N05CD08
ID_42064076-69E9-44E8-B76F-11E7819E7ECC,"Visumidriatic øyedr, oppl 5 mg/ml",Visufarma,S01FA06
